 ,address,city,floor,id,latitude,longitude,price,rooms,sq,year
3665,Podg鏎ze P豉sz闚 ul. Myiwska,Krakow,2,20508,50.0454593,20.0002025,505000,3,52.45,2022
3666,Podg鏎ze Duchackie Wola Duchacka Szpakowa,Krakow,2,22770,50.0130106,19.9792793,320000,2,40.7,2020
3667,Stare Miasto,Krakow,4,28132,50.0590398,19.9371683,240600,1,16.04,2021
3668,Mokot闚 Ksawer闚 Leszczyny,Warszawa,1,10816,52.1851451,21.0308573,1600000,3,115,2005
3669,Bemowo Zaborowska,Warszawa,2,6726,52.2438384,20.9220783,598400,2,50,2010
3670,Bia這喚ka Skarbka z G鏎,Warszawa,3,15155,52.3228184,21.0576574,555000,3,68,2008
3671,Je篡ce Smochowice ul. S逝pska 45,Poznan,2,2743,52.4382865,16.808571,330048,2,45.48,2021
3672,Mistrzejowice ul. Piasta Ko這dzieja,Krakow,2,23318,50.0986433,20.0132206,450528,3,57.76,2022
3673,Nowe Miasto Malta ul. Katowicka,Poznan,4,5847,52.3973449,16.9619394,316875,2,32.5,2022
3674,Ursyn闚 ul. Edwarda Warcha這wskiego,Warszawa,6,6423,52.1452872,21.0454692,349000,1,30.96,1980
3675,Mistrzejowice Piast闚,Krakow,4,25756,50.1012069,20.0173643,635000,3,63.6,2020
3676,Wola,Warszawa,1,16093,52.2362379,20.9547815,333000,1,24.5,1969
3677,Ursyn闚,Warszawa,1,16536,52.141039,21.0323214,750000,3,65,1992
3678,Stare Miasto Winogrady,Poznan,10,92,52.4348647,16.9383531,370000,2,47,1980
3679,Bronowice Sta鎍zyka,Krakow,3,18739,50.0788285,19.8942504,405000,2,36.7,2022
3680,Wola Karolkowa,Warszawa,5,9948,52.2365216,20.9754328,999000,2,54.37,2019
3681,Podg鏎ze Walerego S豉wka,Krakow,3,24441,50.0242313,19.959569,369000,2,39,2020
3682,Nowe Miasto Rataje ul. Milcza雟ka,Poznan,1,662,52.3970234,16.9620606,523750,3,70.62,2021
3683,Nowe Miasto Malta ul. Katowicka,Poznan,0,4985,52.3973449,16.9619394,470160,2,58.77,2022
3684,Targ闚ek,Warszawa,0,8035,52.2751918,21.0580854,480250,3,56.5,1976
3685,Krowodrza,Krakow,3,25074,50.07087985,19.91656312,570000,4,63.78,1970
3686,Zwierzyniec Wola Justowska Tadeusza Rogalskiego,Krakow,1,28162,50.0669449,19.8784473,785000,3,49.41,2019
3687,Praga-P馧noc ul. Szwedzka,Warszawa,1,15872,52.2634539,21.0453302,1400400,3,97.3,2020
3688,Ursyn闚 Imielin,Warszawa,5,6494,52.14323005,21.03932683,650000,2,47.3,1985
3689,W這chy ks. Juliana Chroickiego 83,Warszawa,3,17183,52.2319581,21.0067249,1060000,5,116,2009
3690,Nowe Miasto Malta ul. Katowicka,Poznan,4,5828,52.3973449,16.9619394,443362.5,3,50.67,2022
3691,Bia這喚ka,Warszawa,2,11947,52.3196649,21.0211773,507461,3,56.63,2022
3692,Grunwald Jeleniog鏎ska,Poznan,0,752,52.394455,16.8437222,367000,2,46.78,2022
3693,Bie瘸n闚-Prokocim,Krakow,4,18364,50.01706235,20.02299186,372154,3,50.98,2021
3694,Mistrzejowice,Krakow,8,26962,50.09742625,20.00960263,459000,2,60.6,1994
3695,Praga-P馧noc ul. Szwedzka,Warszawa,5,12219,52.2634539,21.0453302,666984.78,2,53.47,2022
3696,Podg鏎ze Zab這cie Stanis豉wa Klimeckiego,Krakow,3,23911,50.0492242,19.9703793,779000,3,80.58,2021
3697,Mokot闚 G鏎ny Mokot闚 Blacharska,Warszawa,3,11011,52.176027,21.0169212,530000,3,53.5,1978
3698,Pr鉅nik Bia造 G鏎ka Narodowa,Krakow,1,19126,50.0974858,19.9592694,329900,2,36,2020
3699,Wola Kolejowa,Warszawa,1,13038,52.2258861,20.9813488,606025,2,34.63,2016
3700,Bemowo Lazurowa,Warszawa,3,11625,52.24685145,20.89457019,849900,4,84.99,2002
3701,Bielany Piaski,Warszawa,2,14507,52.2743857,20.9376719,417000,2,42,1975
3702,Grzeg鏎zki Fabryczna,Krakow,2,29964,50.058444,19.9702351,474740,1,33.91,2021
3703,Praga-Po逝dnie,Warszawa,5,17155,52.2373961,21.0712578,680000,3,48,1978
3704,鏚mieie Aleja Pokoju,Krakow,4,26535,49.9752188,19.8281486,582750,3,55.44,2020
3705,Grunwald G鏎czyn ul. Ceglana,Poznan,2,3512,52.3709933,16.8631459,691866,3,67.83,2020
3706,Podg鏎ze Zab這cie Zab這cie,Krakow,5,22180,50.0478769,19.96136869,469000,2,40.94,2021
3707,Zwierzyniec Wola Justowska Piotra Borowego,Krakow,2,21872,50.063859,19.8884689,730000,2,50,2020
3708,鏚mieie 鏚mieie P馧nocne,Warszawa,3,11716,52.2402106,21.01885112,2250000,5,189.5,2006
3709,Pr鉅nik Bia造 G鏎ka Narodowa,Krakow,0,18615,50.0974858,19.9592694,294876,1,27.9,2022
3710,Pr鉅nik Bia造 Henryka Pacho雟kiego,Krakow,2,29340,50.0949773,19.92040549,285000,1,26.5,2021
3711,Grzeg鏎zki D鉉ie ul. D鉉ska,Krakow,0,21905,50.064613,19.9820189,434000,2,43.75,2020
3712,Bie鎍zyce os. Z這tej Jesieni,Krakow,4,22603,50.089478,20.027264,339000,1,38,2015
3713,鏚mieie,Krakow,0,22872,50.055,19.9430556,549000,2,51.55,1916
3714,Stare Miasto Naramowice ul. Czarnucha,Poznan,2,1855,52.4499763,16.9527562,234327.17,1,31.31,2022
3715,Praga-Po逝dnie Goc豉w,Warszawa,4,8598,52.2286331,21.1065722,615992,3,58.91,2022
3716,Pr鉅nik Czerwony ul. Promienistych,Krakow,5,23972,50.0858369,19.9714303,689724,3,82.11,2021
3717,Pr鉅nik Bia造 ul. Siewna,Krakow,3,20283,50.0919132,19.9556743,489800,3,62,1983
3718,鏚mieie Powie,Warszawa,1,17429,52.2427517,21.0240188,964620,2,53.59,2020
3719,Grunwald Jeleniog鏎ska 1/3,Poznan,4,5600,52.404212,16.882542,546450,3,72.86,2021
3720,Wola,Warszawa,3,17076,52.2362379,20.9547815,452000,2,38.5,1977
3721,Je篡ce Smochowice ul. S逝pska 45,Poznan,2,2694,52.4382865,16.808571,330048,2,45.48,2021
3722,Grunwald Jeleniog鏎ska 1/3,Poznan,2,5633,52.404212,16.882542,420840,2,50.1,2021
3723,Targ闚ek Br鏚no Piotra Wysockiego,Warszawa,7,18223,52.2900258,21.0300729,440000,3,53,1975
3724,Je篡ce Winiary,Poznan,0,4774,52.42260185,16.91753001,529875,4,67.5,2021
3725,Ursyn闚 Stok這sy,Warszawa,3,15487,52.1620456,21.0276283,585000,3,62.45,1994
3726,Podg鏎ze Duchackie Walerego S豉wka,Krakow,2,24118,50.0242313,19.959569,399000,2,44.26,2020
3727,Pr鉅nik Bia造 G鏎ka Narodowa,Krakow,1,23239,50.0974858,19.9592694,549836,4,69.57,2022
3728,Bronowice ul. Bronowicka,Krakow,4,20851,50.0778251,19.90068099,566865,2,41.99,2022
3729,ζgiewniki-Borek Fa喚cki ζgiewniki,Krakow,2,26317,50.0232502,19.9346479,535000,4,88.98,1990
3730,Bia這喚ka,Warszawa,1,14935,52.3196649,21.0211773,402000,3,57,2020
3731,Stare Miasto,Krakow,0,28599,50.0590398,19.9371683,1800000,3,114,1900
3732,Podg鏎ze Duchackie Walerego S豉wka,Krakow,4,24156,50.0242313,19.959569,349000,2,38.86,2021
3733,Podg鏎ze Stanis豉wa Stoja這wskiego,Krakow,3,28469,50.0053073,19.95465573,539000,3,66.7,2000
3734,鏚mieie,Krakow,0,28750,50.055,19.9430556,525177,1,33.03,2021
3735,Mokot闚 ul. Bia貫go D瑿u 1,Warszawa,2,7777,52.183924,21.042562,1406300,4,91.68,2021
3736,Bia這喚ka Przejezdna,Warszawa,3,7537,52.3437261,21.0418673,499000,3,57.57,2020
3737,鏚mieie Chmielna,Warszawa,1,14683,52.2324839,21.0175323,920000,2,75,1929
3738,Mokot闚 Cybernetyki,Warszawa,0,17483,52.1775042,20.9878921,860000,3,67,2016
3739,D瑿niki Ruczaj prof. Micha豉 Bobrzy雟kiego,Krakow,5,21006,50.0206269,19.8981903,765000,3,86,2005
3740,Ursyn闚 K這bucka,Warszawa,0,6509,52.1599734,20.99091619,450000,2,39.62,2020
3741,Pr鉅nik Bia造 眨irowa,Krakow,4,23776,50.0989716,19.9275137,1034666,5,120.31,2021
3742,Mokot闚 Kazimierzowska,Warszawa,0,8427,52.2042006,21.0142629,480000,2,29.3,1938
3743,Stare Miasto Stary Rynek ul. Kazimierza Kantaka,Poznan,1,4588,52.4080685,16.923226,425000,2,58,1910
3744,Je篡ce Gol璚in,Poznan,4,2220,52.4326105,16.8850598,636000,4,88.59,2020
3745,Wola ul. Marcina Kasprzaka,Warszawa,5,14660,52.22729845,20.95301421,583668,2,43,2021
3746,Targ闚ek υdygowa,Warszawa,3,8737,52.2865477,21.0829644,563500,2,48.4,2017
3747,Wawer Trakt Lubelski,Warszawa,1,10651,50.4926202,22.6327882,650000,2,55.38,2016
3748,Mokot闚 ul. Domaniewska 34B,Warszawa,7,9264,52.1839266,21.008725,910700,4,70.3,2022
3749,Grunwald,Poznan,1,6089,52.404212,16.882542,1125819,5,138.99,1903
3750,Podg鏎ze,Krakow,0,26538,50.0430999,19.9529614,361000,3,48.52,2021
3751,Bielany Stare Bielany ul. W這dzimierza Perzy雟kiego 18,Warszawa,3,8859,52.2710851,20.9499981,780000,4,68.8,1955
3752,Wola,Warszawa,10,13310,52.2362379,20.9547815,678710,3,50.66,2021
3753,Praga-P馧noc Aleksandra Kotsisa,Warszawa,5,12775,52.2772466,21.0141644,329000,2,29.88,2021
3754,Nowe Miasto Malta ul. Katowicka,Poznan,0,4937,52.3973449,16.9619394,318107.5,2,34.39,2022
3755,D瑿niki,Krakow,2,29427,50.0518611,19.9270367,1065000,4,77.3,2019
3756,D瑿niki,Krakow,3,18736,50.0518611,19.9270367,795000,3,66,2015
3757,Pr鉅nik Bia造 Wincentego Danka,Krakow,0,20088,50.0934163,19.9257215,297424,1,25.64,2020
3758,Ochota Bia這brzeska,Warszawa,0,16269,52.21964225,20.97703373,499000,2,51,1958
3759,Stare Miasto Naramowice ul. Sielawy,Poznan,2,1059,52.4463318,16.9512697,285825,2,38.11,2022
3760,Praga-Po逝dnie,Warszawa,0,13389,52.2373961,21.0712578,729000,4,76,1938
3761,Krowodrza Stefana Banacha,Krakow,3,24423,50.1015333,19.9640995,453692,3,57.91,2020
3762,Mokot闚 Sielce,Warszawa,6,15624,52.1964999,21.0463338,2720403,5,143.33,2020
3763,Podg鏎ze Krzywda,Krakow,1,22742,50.0441906,19.9712594,439000,2,33.5,2014
3764,Wola,Warszawa,3,17225,52.2362379,20.9547815,549999,2,38.5,1953
3765,Bia這喚ka Tarchomin Pas喚cka,Warszawa,0,18114,52.330324,20.9504617,485000,3,53.2,2003
3766,Wola Muran闚,Warszawa,1,6883,52.24033315,20.98709714,760728,3,58.58,2021
3767,Wola,Warszawa,0,10974,52.2362379,20.9547815,367000,1,27.25,1970
3768,Krowodrza υbz闚 Mariana Smoluchowskiego,Krakow,3,27692,50.0721122,19.909405,590000,2,51.5,1972
3769,Bia這喚ka,Warszawa,2,14179,52.3196649,21.0211773,535000,3,63,2018
3770,Je篡ce Strzeszyn Koszali雟ka,Poznan,2,4026,52.46404,16.8283715,284752,2,38.48,2020
3771,Wawer Gozik闚,Warszawa,1,14967,52.2319581,21.0067249,541900,3,64.95,2021
3772,Nowa Huta Bohater闚 Wrzeia,Krakow,5,19920,50.1044948,20.0116364,520000,3,51,2018
3773,Mistrzejowice ul. Piasta Ko這dzieja,Krakow,1,23300,50.0986433,20.0132206,409530,2,48.18,2022
3774,鏚mieie Juliana Bartoszewicza,Warszawa,6,18017,52.2378163,21.0216328,1330000,2,62.4,1935
3775,Bie瘸n闚-Prokocim Wielicka 179,Krakow,0,27929,50.0102971,20.00857,519210,3,57.69,2021
3776,鏚mieie,Warszawa,5,16860,52.2328098,21.019067,624000,3,49,1972
3777,Praga-Po逝dnie Zwyci瞛c闚,Warszawa,8,17248,52.2333644,21.0678467,865000,2,51,2008
3778,Grzeg鏎zki,Krakow,2,27530,50.06497215,19.96882552,670341,3,57.54,2022
3779,Podg鏎ze Duchackie Wola Duchacka Walerego S豉wka,Krakow,1,21096,50.0205244,19.9601785,369000,2,44.21,2021
3780,Wilda Dolna Wilda Saperska,Poznan,5,3623,52.3797164,16.9183826,600288,4,76.96,2020
3781,皋liborz Przasnyska,Warszawa,7,9898,52.25935895,20.96766138,1700000,4,108,2014
3782,Mokot闚 Tyniecka,Warszawa,1,7300,52.1964842,21.0222872,960000,2,80.3,2001
3783,Wilda,Poznan,4,2317,52.3897748,16.9174381,424900,3,59,1965
3784,Podg鏎ze Duchackie Wola Duchacka Czarnog鏎ska,Krakow,3,21691,50.0197183,19.9709187,449000,3,53,1975
3785,Je篡ce ul. Przygraniczna,Poznan,2,3277,52.4338323,16.8020014,506514,3,87.33,2022
3786,Podg鏎ze Zab這cie Stanis豉wa Klimeckiego,Krakow,2,19661,50.0492242,19.9703793,699000,3,75.86,2021
3787,Mistrzejowice os. Oiecenia,Krakow,4,28128,50.0939358,19.9897424,455000,3,63.05,1993
3788,Praga-Po逝dnie,Warszawa,1,13583,52.2373961,21.0712578,420000,2,45,1965
3789,Bia這喚ka Tarchomin Malborska,Warszawa,4,10112,52.2956056,21.0502538,480000,3,53.6,1976
3790,Bielany,Warszawa,2,11371,52.2776126,20.9472054,499999,2,47.3,2015
3791,Je篡ce ul. . Wawrzy鎍a 11,Poznan,2,5026,52.4201252,16.8956979,532811.7,3,67.53,2022
3792,Praga-Po逝dnie,Warszawa,7,17000,52.2373961,21.0712578,220000,1,17,1985
3793,Krowodrza,Krakow,6,21919,50.07087985,19.91656312,345000,1,25,2007
3794,Podg鏎ze Duchackie Wola Duchacka,Krakow,6,22289,50.0146222,19.953758,428679.36,2,40.78,2022
3795,皋liborz Stary 皋liborz ul. Dymi雟ka,Warszawa,0,13169,52.2609387,20.9972316,590000,2,48,1936
3796,D瑿niki Kliny-Zacisze Mieczykowa,Krakow,1,27782,49.9985589,19.9007781,580000,3,85.11,2008
3797,Nowe Miasto G堯wna Smolna 10,Poznan,4,4997,52.4220737,16.9664866,363520,3,51.2,2020
3798,Podg鏎ze Zab這cie p趾. Ryszarda Kukli雟kiego,Krakow,3,19311,50.04450785,19.9731901,585825,3,54.75,2020
3799,ζgiewniki-Borek Fa喚cki Borek Fa喚cki,Krakow,2,29932,50.0232502,19.9346479,1054020,3,114.9,2019
3800,Bielany,Warszawa,3,15784,52.2776126,20.9472054,520000,3,51,1975
3801,Bemowo,Warszawa,1,15438,52.2389738,20.9132881,590000,2,52.31,2009
3802,Nowa Huta Czy篡ny Nowohucka 46,Krakow,2,30173,50.0558029,19.9993305,370500,2,37.05,2022
3803,Bielany Kazimierza Grodeckiego,Warszawa,1,8275,52.2831669,20.9440636,1120000,3,71,2002
3804,D瑿niki Ruczaj Kobierzy雟ka,Krakow,1,23782,50.0264036,19.9118498,449000,2,43.9,2021
3805,Stare Miasto Naramowice ul. Czarnucha,Poznan,1,2002,52.4499763,16.9527562,693779.1,4,98.13,2020
3806,Grzeg鏎zki ul. Grzeg鏎zecka,Krakow,8,28661,50.0587885,19.9500605,489810,1,33.78,2020
3807,Podg鏎ze,Krakow,0,22521,50.0430999,19.9529614,279000,2,26,1970
3808,Podg鏎ze Duchackie ul. Walerego S豉wka,Krakow,4,24798,50.0242313,19.959569,439000,2,44.26,2021
3809,Bemowo ul. Szczotkarska,Warszawa,3,8885,52.2225745,20.9150603,616000,3,56,2008
3810,Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznan,2,1737,52.3941575,16.9162342,588300,3,66.25,2022
3811,Grzeg鏎zki ul. Grzeg鏎zecka,Krakow,4,28678,50.0587885,19.9500605,384160,1,27.44,2020
3812,Mokot闚 Be連ka,Warszawa,1,8007,52.1907047,20.9993769,1199000,4,103.31,2000
3813,Nowe Miasto Rataje Wagrowska,Poznan,2,4519,52.3789966,16.9442442,416116,3,51.71,2022
3814,D瑿niki Komandos闚,Krakow,4,22586,50.0456516,19.930903,480000,3,48.4,1980
3815,Ursyn闚,Warszawa,1,10189,52.141039,21.0323214,979000,3,74.7,2004
3816,Wola Mir闚,Warszawa,1,10964,52.2393149,20.9858382,1750000,6,85,2017
3817,Mokot闚 Powsi雟ka,Warszawa,6,14016,52.1826324,21.06738964,2500000,6,199.89,2006
3818,皋liborz Rudzka,Warszawa,0,15100,52.2789445,20.9705271,474700,2,42.4,2021
3819,Mokot闚 Wierzbno Zygmunta Modzelewskiego,Warszawa,5,15913,52.1740428,21.012207,2301238.8,3,120.61,2019
3820,Pr鉅nik Bia造,Krakow,2,19434,50.1035684,19.95360311,652000,4,72.5,2000
3821,鏚mieie 鏚mieie Po逝dniowe ul. Stanis豉wa Noakowskiego,Warszawa,6,9377,52.2213603,21.0101343,1190000,2,41,1916
3822,鏚mieie Antoniego Fertnera,Krakow,3,19810,50.0838725,19.953872,558000,3,63,1990
3823,Pr鉅nik Bia造 Tonie,Krakow,1,22538,50.1121816,19.8994401,399000,3,71.34,2020
3824,Podg鏎ze Duchackie,Krakow,1,24673,50.01618985,19.95942096,445000,3,62,1980
3825,Nowe Miasto 疾grze os. Stare 疾grze,Poznan,3,210,52.3818328,16.963112,449000,3,66.48,1989
3826,Wola ul. Marcina Kasprzaka,Warszawa,4,14116,52.22729845,20.95301421,1000000,4,85.62,2021
3827,Mokot闚 Sadyba,Warszawa,1,11024,52.1826324,21.06738964,553005,2,48.2,2022
3828,Pr鉅nik Czerwony Lubla雟ka,Krakow,2,25558,50.0851795,19.961948,425000,2,44.73,2021
3829,鏚mieie 鏚mieie P馧nocne Chmielna,Warszawa,3,13489,52.2324839,21.0175323,840000,4,61.01,1965
3830,Bielany,Warszawa,6,13958,52.2776126,20.9472054,368500,2,37,1968
3831,Podg鏎ze Stare Podg鏎ze,Krakow,2,28568,50.0444203,19.9493098,639000,3,62,1918
3832,Bia這喚ka ul. Aluzyjna,Warszawa,3,14103,52.3441913,20.943039,547000,2,44.2,2014
3833,Mistrzejowice,Krakow,3,24016,50.09742625,20.00960263,488480,3,61.06,2020
3834,Podg鏎ze Duchackie ul. Walerego S豉wka,Krakow,7,24760,50.0242313,19.959569,549000,3,57.78,2021
3835,Mokot闚 ul. Domaniewska 34B,Warszawa,0,9221,52.1839266,21.008725,625800,2,47.53,2022
3836,W這chy Budki Szcz�liwickie,Warszawa,4,12605,52.2319581,21.0067249,439000,2,41,2021
3837,D瑿niki Wac豉wa Lipi雟kiego,Krakow,3,29029,50.0303166,19.9252806,698000,5,88.63,2002
3838,鏚mieie ul. Romualda Traugutta,Warszawa,0,14495,52.2390003,21.0147088,1295000,4,74.9,1953
3839,Grunwald Bu貪arska 59,Poznan,4,175,52.3958369,16.8627283,449000,3,66.7,2020
3840,鏚mieie,Warszawa,7,16125,52.2328098,21.019067,740000,2,50,1959
3841,Ursyn闚,Warszawa,3,10025,52.141039,21.0323214,700000,3,71,1994
3842,Mokot闚,Warszawa,1,11137,52.1939874,21.0457809,1190000,3,70,1936
3843,Wola,Warszawa,3,8988,52.2362379,20.9547815,485000,2,38,1964
3844,Praga-Po逝dnie ul. Koprzywia雟ka 2,Warszawa,2,14478,52.2387974,21.1196744,523305,2,55.73,2021
3845,Podg鏎ze Stare Podg鏎ze Jana D逝gosza,Krakow,3,24371,50.0426719,19.9420774,537000,2,34.9,2021
3846,Nowa Huta os. Piast闚,Krakow,1,22529,50.0980554,20.01710499,375000,3,47,1976
3847,Praga-Po逝dnie Goc豉w ul. Kompasowa,Warszawa,3,7929,52.2313624,21.0842298,1250000,5,144,1999
3848,Grunwald Jeleniog鏎ska 1/3,Poznan,4,5570,52.404212,16.882542,499174,3,68.38,2021
3849,Ursyn闚 Wycz馧ki K這bucka,Warszawa,2,10861,52.1599734,20.99091619,620000,2,49.6,2016
3850,鏚mieie ul. Bagno,Warszawa,2,17636,52.2356626,21.0049685,599000,2,33.95,1966
3851,Nowa Huta Czy篡ny Stanis豉wa Lema,Krakow,2,25709,50.06772015,19.99154901,603567,3,60.66,2022
3852,Grunwald ζwica Bu貪arska,Poznan,1,5659,52.4041619,16.8668109,456234.75,3,65.41,2020
3853,Bemowo,Warszawa,0,17653,52.2389738,20.9132881,535000,3,53,2020
3854,W這chy Chroickiego,Warszawa,1,18185,52.2078048,20.9055637,295300,1,30.28,2020
3855,Stare Miasto Kazimierz Micha豉 Siedleckiego,Krakow,2,27390,50.0565458,19.9495403,576000,2,48,1949
3856,Pr鉅nik Czerwony Rakowice ks. bp. W豉dys豉wa Bandurskiego,Krakow,1,28578,50.1337314,19.6135918,868000,2,62,1938
3857,Pr鉅nik Bia造,Krakow,2,21524,50.1035684,19.95360311,549000,3,58,2008
3858,Mokot闚 ul. Domaniewska 34B,Warszawa,8,9298,52.1839266,21.008725,523800,2,32.79,2022
3859,Bielany ul. Kwitn鉍a,Warszawa,0,8139,52.2319581,21.0067249,518000,3,57,1980
3860,D瑿niki,Krakow,2,26809,50.0518611,19.9270367,1290000,3,96,1930
3861,Praga-P馧noc,Warszawa,1,9078,52.2648843,21.0273442,510000,3,56.24,2021
3862,皋liborz Rudzka,Warszawa,6,7306,52.2789445,20.9705271,1883065.94,4,116.83,2020
3863,Podg鏎ze ul. Stanis豉wa Klimeckiego,Krakow,5,24924,50.0492242,19.9703793,729000,2,72.1,2021
3864,Nowe Miasto Malta,Poznan,3,388,52.40739345,16.97946707,412000,3,51.36,2021
3865,Praga-P馧noc ul. Szwedzka,Warszawa,0,12211,52.2634539,21.0453302,711125,3,56.89,2022
3866,Pr鉅nik Czerwony p趾. pil. Stefana ζszkiewicza,Krakow,10,27726,50.0688703,19.9758368,620000,2,50,2018
3867,Bie鎍zyce os. Kazimierzowskie,Krakow,4,19820,50.0861204,20.0244875,320000,2,38,1966
3868,Stare Miasto Naramowice Naramowice,Poznan,4,3003,52.4496489,16.9494082,439360,3,68.65,2020
3869,鏚mieie,Warszawa,9,8290,52.2328098,21.019067,1509000,4,118,2021
3870,Stare Miasto Pi靖kowo ul. Mateckiego,Poznan,0,3861,52.461312,16.897866,470986,3,67.38,2019
3871,Ochota Stara Ochota Aleje Jerozolimskie,Warszawa,2,7837,52.2274779,20.9993834,560000,2,44.1,1970
3872,Grunwald ζwica Bu貪arska,Poznan,3,5670,52.4041619,16.8668109,665040,4,97.8,2020
3873,Nowe Miasto Antoninek Sarnia,Poznan,5,3378,52.4127025,17.0427606,1600000,3,127.9,2020
3874,D瑿niki Kliny-Zacisze Komuny Paryskiej,Krakow,2,25668,49.9989124,19.8947491,850000,4,95,2009
3875,Bie瘸n闚-Prokocim Bie瘸n闚 Nefrytowa,Krakow,1,18353,50.0206928,20.0476759,268900,2,37.2,2021
3876,鏚mieie 疾lazna,Krakow,3,28091,50.0745345,19.9464297,297718.43,1,16.41,2021
3877,Wola Odolany,Warszawa,0,6862,52.2143854,20.9478636,472544,2,42.15,2021
3878,Podg鏎ze Zab這cie Stanis豉wa Klimeckiego,Krakow,4,23797,50.0492242,19.9703793,709000,3,69.64,2021
3879,Podg鏎ze Wielicka,Krakow,0,24364,50.0336609,19.9712973,790566,4,80.67,2021
3880,Zwierzyniec Wola Justowska Kr鏊owej Jadwigi,Krakow,3,28142,50.0650619,19.877649,902850,4,69.45,2019
3881,Wilda D瑿iec 28  Czerwca 1956 r.,Poznan,7,3678,52.37182785,16.90353185,469000,2,54,2016
3882,Pr鉅nik Bia造 Tonie Gaik,Krakow,1,19946,49.9897707,19.9134505,1007185,5,126.69,2020
3883,Nowa Huta Centrum C,Krakow,2,27278,54.3540491,16.4464192,380000,2,52,1950
3884,Stare Miasto Kazimierz Dietla,Krakow,0,28458,50.0503989,19.9383926,548000,2,63,1910
3885,Nowe Miasto Zawady ul. Studzienna,Poznan,2,827,52.4205511,16.9649872,264317,1,34.66,2021
3886,Weso豉 Stefana 疾romskiego,Warszawa,3,6974,52.2682773,20.98866846,560000,2,37,2013
3887,Ursus,Warszawa,2,16003,52.1960985,20.8828989,490000,2,49,2003
3888,Targ闚ek Zacisze,Warszawa,2,17270,52.2867819,21.0632235,429000,2,47.5,2005
3889,Wzg鏎za Krzes豉wickie os. Na Wzg鏎zach,Krakow,2,24936,50.0955215,20.0643647,250000,2,32.2,1970
3890,Pr鉅nik Bia造 29 Listopada,Krakow,2,22101,52.3511111,19.9441667,563699,3,65.16,2021
3891,Bielany ul. Rudzka 5,Warszawa,0,7717,52.27851165,20.9734368,751000,3,60.97,2021
3892,皋liborz ul. Ludwika Rydygiera,Warszawa,4,8072,52.2590164,20.9919642,1100000,3,79.9,2010
3893,Stare Miasto Pi靖kowo Os Chrobrego Szymanowskiego SzeligowskaMieszka I Wojciechowskiego Lechicka,Poznan,2,4017,52.4421878,16.9434794,414000,3,63.3,1977
3894,Ursus ul. Dzieci Warszawy,Warszawa,3,9911,52.1906514,20.9125341,390637,2,39.26,2021
3895,Podg鏎ze Myiwska,Krakow,2,25415,50.0454593,20.0002025,563000,3,60.28,2022
3896,Grzeg鏎zki,Krakow,5,27026,50.06497215,19.96882552,1051000,3,80,2008
3897,Wola Juliana Konstantego Ordona,Warszawa,5,8460,52.2247928,20.9525803,408697,1,33.62,2022
3898,Mokot闚 Sielecka,Warszawa,2,14917,52.2066919,21.0391423,449000,1,32,1956
3899,Stare Miasto Pauli雟ka,Krakow,2,28654,50.0491262,19.9381001,789000,2,56.5,1920
3900,Ursyn闚,Warszawa,8,18096,52.141039,21.0323214,749000,2,54.65,2010
3901,Podg鏎ze p趾. Ryszarda Kukli雟kiego,Krakow,2,22930,50.04450785,19.9731901,510536,2,49.09,2020
3902,Podg鏎ze Duchackie ul. Walerego S豉wka,Krakow,0,18548,50.0242313,19.959569,399000,2,44.37,2021
3903,Praga-Po逝dnie Goc豉w al. J. Nowaka-Jeziora雟kiego,Warszawa,6,10696,52.229716,21.1062874,446200,2,38.6,2020
3904,Praga-Po逝dnie Koprzywia雟ka,Warszawa,2,11632,52.2406237,21.119293,523305,2,55.73,2021
3905,Targ闚ek Br鏚no,Warszawa,10,14185,52.2775271,21.0223526,515000,3,54,1972
3906,Krowodrza Obo積a( rejon),Krakow,2,28581,50.45334045,30.3194027,429000,7,207,1936
3907,Stare Miasto Wielopole,Krakow,1,29749,50.0583387,19.9464791,895000,2,50,2012
3908,Nowe Miasto Malta Katowicka,Poznan,1,4024,52.3973449,16.9619394,381237,2,43.57,2022
3909,D瑿niki Kliny-Zacisze,Krakow,2,19699,50.00969645,19.9059018,520000,2,56,2005
3910,Bia這喚ka Tarchomin Edwarda Wittiga,Warszawa,9,10949,52.3140019,20.960064,559000,3,63,1970
3911,Wola ul. Ogrodowa 11,Warszawa,2,6309,52.23897485,20.99019933,585000,2,52.64,1960
3912,Bemowo ul. Jana Blatona,Warszawa,1,13459,52.2569933,20.9221822,570000,3,66.3,1990
3913,Stare Miasto . Gertrudy,Krakow,2,19054,50.0594355,19.9419231,290000,1,14.81,1886
3914,Bia這喚ka Tarchomin Ksi嘀kowa,Warszawa,0,17637,52.2319581,21.0067249,585000,3,69,2000
3915,Mokot闚 Budynek z pozwoleniem na u篡tkowanie> ,Warszawa,10,12781,52.1939874,21.0457809,548793,2,40.3,2021
3916,Grzeg鏎zki Kordylewskiego,Krakow,5,29630,50.0603359,19.9623163,1045000,3,78.41,2008
3917,Wilan闚 ul. Sarmacka,Warszawa,0,12116,52.1656517,21.0767961,850000,2,62.1,2008
3918,Nowe Miasto Malta,Poznan,0,4312,52.40739345,16.97946707,261600,1,27.25,2021
